department,quarter,no_of_workers,defects_day,Total_Produced
Sweatshirt,Quarter2,75.7,8.1,505.6
T-Shirt,Quarter1,49.0,9.4,363.8
Sweatshirt,Quarter2,83.6,1.9,332.5
Sweatshirt,Quarter2,38.0,3.4,217.8
T-Shirt,Quarter3,42.5,4.8,292.7
Gloves,Quarter2,13.3,3.8,115.9
Gloves,Quarter4,68.9,1.2,754.3
Gloves,Quarter1,44.2,5.6,336.8
Gloves,Quarter4,85.7,4.4,843.8
T-Shirt,Quarter2,55.0,4.7,435.3
T-Shirt,Quarter3,79.1,6.9,691.2
T-Shirt,Quarter1,57.4,8.1,328.2
Gloves,Quarter3,15.4,7.8,153.8
Sweatshirt,Quarter4,63.3,6.2,240.8
Sweatshirt,Quarter4,95.1,1.2,378.0
Sweatshirt,Quarter4,72.7,8.2,266.2
Gloves,Quarter4,48.3,1.1,528.0
T-Shirt,Quarter3,63.5,0.1,507.7
Gloves,Quarter1,86.5,1.1,689.8
Gloves,Quarter4,88.0,9.9,684.2
T-Shirt,Quarter3,82.2,4.7,725.7
Gloves,Quarter2,98.3,4.8,968.6
Sweatshirt,Quarter1,82.5,5.0,315.0
Gloves,Quarter1,98.9,8.7,782.5
Sweatshirt,Quarter3,61.4,3.1,362.2
T-Shirt,Quarter4,16.5,6.0,81.0
Sweatshirt,Quarter1,27.1,0.9,133.7
Gloves,Quarter3,29.6,5.9,230.9
Gloves,Quarter4,14.8,6.3,135.4
Gloves,Quarter2,89.8,7.9,890.1
T-Shirt,Quarter3,44.4,3.3,345.3
T-Shirt,Quarter1,48.1,4.7,274.5
T-Shirt,Quarter4,55.6,8.5,419.3
T-Shirt,Quarter1,60.1,1.2,478.4
Sweatshirt,Quarter4,24.5,1.7,119.1
Sweatshirt,Quarter3,88.6,0.1,620.1
T-Shirt,Quarter4,25.6,3.0,227.4
T-Shirt,Quarter4,95.7,0.3,669.0
Gloves,Quarter2,69.3,3.3,620.4
T-Shirt,Quarter1,84.6,7.5,485.1
Sweatshirt,Quarter2,69.7,6.6,272.2
Gloves,Quarter1,89.9,6.3,802.8
Gloves,Quarter4,31.0,5.6,304.4
Gloves,Quarter1,42.0,7.6,404.8
Sweatshirt,Quarter3,24.4,10.0,126.4
Gloves,Quarter2,60.6,6.7,659.9
Sweatshirt,Quarter4,89.7,7.9,514.5
T-Shirt,Quarter4,47.5,6.8,312.1
Gloves,Quarter2,51.2,5.5,557.7
Sweatshirt,Quarter2,90.7,2.8,626.5
Gloves,Quarter2,88.4,6.0,695.2
Gloves,Quarter1,47.6,6.5,421.9
Gloves,Quarter2,90.9,9.3,972.0
Gloves,Quarter3,28.1,1.6,223.2
Gloves,Quarter4,32.6,7.5,278.4
Gloves,Quarter2,27.5,5.3,231.6
T-Shirt,Quarter1,71.0,5.8,420.2
Sweatshirt,Quarter3,67.5,6.3,453.6
Gloves,Quarter2,49.7,9.2,528.3
Sweatshirt,Quarter3,28.4,2.8,105.2
Gloves,Quarter1,75.8,4.8,753.2
Sweatshirt,Quarter1,84.7,7.5,577.9
T-Shirt,Quarter4,30.2,2.6,233.8
Sweatshirt,Quarter1,41.8,6.2,202.8
T-Shirt,Quarter3,53.6,8.1,313.5
Gloves,Quarter3,22.3,4.9,186.0
Sweatshirt,Quarter1,86.5,0.1,345.8
Sweatshirt,Quarter4,51.1,6.5,344.7
Gloves,Quarter4,63.5,6.2,692.3
Sweatshirt,Quarter2,42.3,0.6,168.6
Gloves,Quarter3,53.4,6.8,420.4
Sweatshirt,Quarter1,29.6,1.7,146.3
Sweatshirt,Quarter4,82.8,1.4,492.6
Sweatshirt,Quarter2,94.8,5.3,647.7
Sweatshirt,Quarter4,63.5,9.3,371.7
Gloves,Quarter3,90.8,2.0,722.4
Gloves,Quarter1,86.4,1.8,948.6
Sweatshirt,Quarter2,96.3,1.6,383.6
T-Shirt,Quarter1,92.7,9.3,732.3
Sweatshirt,Quarter4,50.5,1.0,200.0
Sweatshirt,Quarter2,14.8,1.1,101.4
T-Shirt,Quarter3,94.3,0.0,848.7
T-Shirt,Quarter4,41.2,8.0,264.4
Sweatshirt,Quarter3,79.5,9.8,288.6
Gloves,Quarter1,30.9,7.3,318.0
Gloves,Quarter2,18.3,5.4,153.9
Gloves,Quarter3,35.2,7.8,379.4
Gloves,Quarter2,69.1,8.4,596.7
Sweatshirt,Quarter3,14.9,5.7,53.9
T-Shirt,Quarter2,61.4,0.5,367.9
Gloves,Quarter3,83.6,4.4,660.0
T-Shirt,Quarter1,98.3,1.9,882.8
Gloves,Quarter4,47.1,3.8,365.4
Gloves,Quarter2,64.7,6.3,705.4
Gloves,Quarter1,66.7,2.5,662.0
T-Shirt,Quarter3,11.7,6.0,63.9
Sweatshirt,Quarter1,53.0,1.2,261.4
Gloves,Quarter4,58.6,7.8,621.2
T-Shirt,Quarter4,89.5,7.2,604.9
T-Shirt,Quarter3,60.2,8.0,397.4
T-Shirt,Quarter2,46.0,5.3,311.4
T-Shirt,Quarter1,99.3,5.9,887.8
T-Shirt,Quarter3,45.9,9.4,339.0
T-Shirt,Quarter2,12.0,3.2,62.4
Gloves,Quarter1,82.5,0.4,906.3
Gloves,Quarter4,96.7,9.8,840.9
T-Shirt,Quarter1,10.5,3.9,80.1
Sweatshirt,Quarter1,97.5,8.2,674.3
Gloves,Quarter4,72.9,4.0,575.2
Gloves,Quarter4,38.9,0.4,349.3
Gloves,Quarter4,88.5,5.4,879.6
Gloves,Quarter1,78.3,1.3,860.0
T-Shirt,Quarter1,66.2,7.2,456.2
Sweatshirt,Quarter3,63.0,5.2,241.6
T-Shirt,Quarter4,19.6,0.4,156.0
T-Shirt,Quarter4,31.2,1.2,278.4
Gloves,Quarter3,36.4,7.7,312.2
Gloves,Quarter1,41.0,4.2,405.8
Gloves,Quarter4,62.3,4.0,681.3
Gloves,Quarter4,10.5,3.3,95.1
Sweatshirt,Quarter1,20.2,8.2,72.6
Sweatshirt,Quarter3,59.2,6.9,407.5
Sweatshirt,Quarter1,17.3,4.5,94.8
Gloves,Quarter2,70.2,9.4,552.2
T-Shirt,Quarter1,17.6,3.4,98.8
Gloves,Quarter3,26.2,2.6,207.0
Sweatshirt,Quarter3,22.8,1.0,157.6
Sweatshirt,Quarter3,27.5,4.3,156.4
Gloves,Quarter3,79.0,0.5,631.5
Gloves,Quarter3,50.4,8.2,479.4
Gloves,Quarter3,71.1,2.2,637.7
Sweatshirt,Quarter3,47.2,5.6,277.6
Gloves,Quarter1,17.7,6.0,165.0
T-Shirt,Quarter2,52.8,3.0,419.4
T-Shirt,Quarter2,69.2,9.9,523.9
T-Shirt,Quarter1,45.7,4.0,353.6
T-Shirt,Quarter1,16.6,6.1,137.2
T-Shirt,Quarter3,56.7,6.6,390.3
Sweatshirt,Quarter3,67.3,0.8,267.6
Gloves,Quarter4,88.0,5.5,863.5
Gloves,Quarter3,27.0,9.2,287.8
Gloves,Quarter3,77.2,8.0,670.8
Sweatshirt,Quarter1,15.3,2.4,71.7
T-Shirt,Quarter3,46.5,5.6,273.4
Sweatshirt,Quarter3,33.3,2.0,197.8
Sweatshirt,Quarter1,20.2,9.8,112.0
Sweatshirt,Quarter4,59.8,6.8,225.6
Gloves,Quarter1,26.3,2.3,205.8
T-Shirt,Quarter1,31.6,0.7,252.1
Gloves,Quarter3,96.6,2.5,963.5
Gloves,Quarter2,30.9,4.0,335.9
Sweatshirt,Quarter2,62.7,9.2,348.6
T-Shirt,Quarter3,84.1,5.7,577.3
Sweatshirt,Quarter2,82.4,9.5,393.0
T-Shirt,Quarter2,17.3,0.9,137.5
Sweatshirt,Quarter4,33.4,9.8,180.8
Sweatshirt,Quarter3,55.9,4.0,215.6
Sweatshirt,Quarter3,75.5,3.1,519.2
Sweatshirt,Quarter1,42.6,4.4,285.0
T-Shirt,Quarter3,88.2,7.9,770.1
Gloves,Quarter1,23.1,4.2,176.4
Sweatshirt,Quarter3,30.2,3.7,113.4
Sweatshirt,Quarter1,98.9,7.0,473.5
Sweatshirt,Quarter3,89.6,4.9,622.3
Sweatshirt,Quarter4,69.6,0.3,347.1
T-Shirt,Quarter2,90.3,1.5,808.2
T-Shirt,Quarter3,70.0,3.2,620.4
Sweatshirt,Quarter2,17.1,4.9,109.9
Gloves,Quarter2,45.5,1.9,453.1
Sweatshirt,Quarter4,96.6,2.2,379.8
Gloves,Quarter1,17.3,9.6,109.6
Sweatshirt,Quarter1,69.2,5.2,479.2
T-Shirt,Quarter4,31.9,1.3,252.6
Gloves,Quarter1,49.1,9.9,481.1
T-Shirt,Quarter2,57.3,1.8,395.7
T-Shirt,Quarter1,10.3,4.7,57.1
Sweatshirt,Quarter1,48.9,0.4,341.9
T-Shirt,Quarter4,73.1,3.1,432.4
Sweatshirt,Quarter1,92.4,9.4,535.6
Gloves,Quarter1,75.9,4.5,745.5
Gloves,Quarter3,62.5,7.9,679.6
Sweatshirt,Quarter4,88.5,5.7,348.3
Gloves,Quarter1,47.8,3.6,371.6
Gloves,Quarter3,55.3,9.6,589.1
Gloves,Quarter4,29.0,7.0,247.0
Gloves,Quarter3,89.6,1.7,892.6
Gloves,Quarter3,58.8,3.7,518.1
T-Shirt,Quarter4,43.4,3.5,383.6
Sweatshirt,Quarter3,50.4,7.0,331.8
Gloves,Quarter2,32.2,1.6,254.4
Gloves,Quarter1,38.8,6.0,337.2
Gloves,Quarter2,62.9,0.6,502.0
Gloves,Quarter4,83.7,1.8,751.5
Gloves,Quarter3,71.2,9.4,683.8
Gloves,Quarter2,70.2,6.6,765.6
Gloves,Quarter1,48.9,0.9,535.2
Gloves,Quarter3,24.2,6.2,247.6
Sweatshirt,Quarter3,84.4,1.9,502.6
T-Shirt,Quarter4,82.9,9.8,570.5
Gloves,Quarter1,87.1,9.3,852.4
Gloves,Quarter4,91.1,1.1,725.5
T-Shirt,Quarter3,17.5,1.6,101.8
Sweatshirt,Quarter4,24.0,1.3,142.7
Sweatshirt,Quarter1,69.9,3.3,482.7
Sweatshirt,Quarter4,90.5,3.9,444.7
T-Shirt,Quarter4,21.8,8.6,170.4
T-Shirt,Quarter4,55.5,0.1,499.4
Gloves,Quarter3,71.2,0.0,640.8
Gloves,Quarter3,90.0,3.6,982.8
T-Shirt,Quarter3,73.9,8.0,509.3
T-Shirt,Quarter1,18.5,7.6,121.9
Sweatshirt,Quarter2,84.2,0.6,504.6
T-Shirt,Quarter4,50.5,4.1,341.2
Gloves,Quarter2,46.1,1.1,459.9
Sweatshirt,Quarter3,55.2,3.0,380.4
Gloves,Quarter1,99.4,0.2,894.0
Gloves,Quarter4,82.5,8.1,816.9
T-Shirt,Quarter4,79.8,9.1,620.2
T-Shirt,Quarter3,31.9,7.4,208.5
T-Shirt,Quarter3,56.0,8.8,309.6
T-Shirt,Quarter1,30.8,2.3,239.5
Sweatshirt,Quarter4,58.7,9.4,225.4
Sweatshirt,Quarter2,24.8,3.5,88.7
T-Shirt,Quarter2,63.0,8.5,352.5
Sweatshirt,Quarter2,89.5,8.7,421.4
Sweatshirt,Quarter4,37.0,3.2,212.4
T-Shirt,Quarter2,80.9,5.9,716.3
T-Shirt,Quarter4,90.8,9.9,696.7
T-Shirt,Quarter3,42.9,6.6,293.7
T-Shirt,Quarter3,37.7,1.2,225.0
Sweatshirt,Quarter2,68.1,9.5,262.9
Gloves,Quarter4,65.8,6.9,703.1
T-Shirt,Quarter3,54.2,2.5,376.9
Gloves,Quarter1,78.9,1.7,706.7
Gloves,Quarter4,18.0,1.8,194.4
T-Shirt,Quarter4,58.6,8.4,401.8
Sweatshirt,Quarter3,59.9,6.7,292.8
Gloves,Quarter1,58.9,1.2,587.8
Gloves,Quarter1,86.8,3.9,690.5
Sweatshirt,Quarter4,41.8,3.0,283.6
Gloves,Quarter4,50.3,6.3,540.7
Gloves,Quarter2,50.6,1.2,403.6
T-Shirt,Quarter1,86.6,7.2,678.4
Gloves,Quarter1,83.4,7.4,645.0
Gloves,Quarter3,53.2,6.9,518.2
T-Shirt,Quarter2,53.9,5.7,425.5
T-Shirt,Quarter4,27.2,3.2,238.4
T-Shirt,Quarter3,48.3,7.4,323.3
Gloves,Quarter1,65.9,2.5,656.5
T-Shirt,Quarter3,44.7,4.7,343.5
T-Shirt,Quarter3,37.8,8.4,239.4
T-Shirt,Quarter4,94.3,7.8,840.9
T-Shirt,Quarter2,38.2,9.5,257.9
Sweatshirt,Quarter2,87.9,5.5,335.1
T-Shirt,Quarter4,83.6,5.1,653.5
Gloves,Quarter1,99.4,0.8,792.8
Sweatshirt,Quarter1,12.5,0.8,47.6
T-Shirt,Quarter1,19.3,8.9,155.9
T-Shirt,Quarter1,33.8,5.1,231.5
T-Shirt,Quarter2,38.4,7.5,292.2
T-Shirt,Quarter4,55.2,9.3,377.1
Sweatshirt,Quarter2,18.3,2.4,120.9
Gloves,Quarter4,87.7,9.9,954.8
Sweatshirt,Quarter3,54.7,7.3,211.5
Sweatshirt,Quarter1,59.4,8.8,270.6
Sweatshirt,Quarter3,16.8,4.3,75.4
T-Shirt,Quarter3,14.5,4.2,82.8
T-Shirt,Quarter4,51.1,5.1,352.6
Sweatshirt,Quarter3,10.9,9.3,46.8
Gloves,Quarter3,66.0,6.3,713.4
Gloves,Quarter2,35.2,2.1,380.9
Sweatshirt,Quarter3,40.4,8.1,137.3
T-Shirt,Quarter3,22.6,2.8,132.8
Gloves,Quarter2,33.7,5.5,320.5
Sweatshirt,Quarter3,91.9,1.7,638.2
T-Shirt,Quarter3,17.7,8.3,107.3
Sweatshirt,Quarter1,63.8,5.2,303.4
T-Shirt,Quarter2,88.7,6.2,785.9
T-Shirt,Quarter4,12.0,0.6,82.8
Gloves,Quarter3,15.4,0.1,153.8
Sweatshirt,Quarter4,93.0,1.4,553.8
T-Shirt,Quarter3,52.6,1.4,419.4
Sweatshirt,Quarter3,23.3,6.2,156.9
Sweatshirt,Quarter2,16.2,4.6,92.6
Sweatshirt,Quarter1,49.7,5.8,336.3
Sweatshirt,Quarter1,31.7,1.8,188.4
Sweatshirt,Quarter3,38.7,4.5,145.8
Sweatshirt,Quarter2,98.9,2.1,389.3
T-Shirt,Quarter2,60.7,4.4,411.7
Sweatshirt,Quarter1,96.6,5.9,561.9
T-Shirt,Quarter2,73.9,0.2,590.8
Gloves,Quarter1,31.5,0.4,314.2
T-Shirt,Quarter3,39.4,9.5,335.6
T-Shirt,Quarter1,77.2,2.9,691.9
Gloves,Quarter1,13.8,7.3,102.3
Gloves,Quarter3,95.0,3.0,852.0
T-Shirt,Quarter1,19.8,4.7,133.9
Sweatshirt,Quarter4,83.1,7.2,560.1
Sweatshirt,Quarter3,74.5,4.8,442.2
T-Shirt,Quarter1,91.3,9.1,520.5
T-Shirt,Quarter1,68.2,4.1,396.9
Gloves,Quarter3,44.1,6.5,346.3
Sweatshirt,Quarter3,38.6,4.3,150.1
Sweatshirt,Quarter1,18.2,8.0,64.8
T-Shirt,Quarter3,27.0,3.8,158.2
Gloves,Quarter1,23.3,2.8,253.5
Sweatshirt,Quarter3,81.2,5.2,471.6
Gloves,Quarter1,46.3,0.8,508.5
T-Shirt,Quarter2,92.8,6.3,643.3
Sweatshirt,Quarter4,10.1,8.7,62.0
Gloves,Quarter4,95.3,4.5,944.0
Gloves,Quarter3,92.9,6.2,922.8
Gloves,Quarter4,81.2,6.4,874.0
T-Shirt,Quarter3,60.6,1.1,423.1
T-Shirt,Quarter3,88.5,1.5,793.5
Gloves,Quarter1,28.6,8.1,204.5
Gloves,Quarter2,90.4,6.6,987.8
Gloves,Quarter2,68.2,8.0,597.8
Sweatshirt,Quarter1,50.1,8.6,183.2
T-Shirt,Quarter1,12.6,5.6,84.0
T-Shirt,Quarter4,85.9,8.1,499.2
T-Shirt,Quarter1,79.4,1.6,471.6
Gloves,Quarter3,69.3,4.2,619.5
Gloves,Quarter2,90.3,1.2,901.8
T-Shirt,Quarter3,49.8,3.2,295.6
Gloves,Quarter1,95.9,8.7,950.3
Gloves,Quarter4,24.9,0.2,223.9
Sweatshirt,Quarter4,98.1,9.5,667.7
Gloves,Quarter4,38.0,0.4,341.6
T-Shirt,Quarter1,89.2,5.7,523.8
T-Shirt,Quarter2,63.4,2.2,564.0
Gloves,Quarter2,48.8,9.8,468.4
T-Shirt,Quarter2,72.7,1.0,580.6
Sweatshirt,Quarter1,64.5,2.9,448.6
Sweatshirt,Quarter4,41.4,3.4,162.2
Gloves,Quarter4,40.5,0.8,403.4
Sweatshirt,Quarter2,53.4,1.7,317.0
Gloves,Quarter4,67.9,6.1,666.8
T-Shirt,Quarter1,52.4,3.2,468.4
T-Shirt,Quarter1,75.4,1.5,601.7
Gloves,Quarter1,26.8,5.4,198.2
Sweatshirt,Quarter3,25.2,1.3,148.6
Sweatshirt,Quarter4,94.6,3.4,658.8
T-Shirt,Quarter3,42.5,1.0,380.5
Sweatshirt,Quarter1,88.2,2.3,526.9
Gloves,Quarter2,95.0,3.3,940.1
T-Shirt,Quarter3,74.8,7.7,665.5
T-Shirt,Quarter1,36.6,8.4,202.8
Gloves,Quarter2,14.0,8.9,127.3
Sweatshirt,Quarter1,95.6,8.4,374.0
T-Shirt,Quarter2,14.0,6.6,78.2
Sweatshirt,Quarter3,21.2,0.6,147.8
Gloves,Quarter1,25.5,5.1,219.3
T-Shirt,Quarter3,75.9,1.2,454.2
Gloves,Quarter2,61.5,4.7,667.1
Gloves,Quarter3,50.7,1.4,452.1
Sweatshirt,Quarter1,61.6,4.8,360.0
Gloves,Quarter4,16.4,1.6,162.4
Gloves,Quarter3,69.0,2.8,687.2
Gloves,Quarter2,89.9,4.1,800.9
Sweatshirt,Quarter3,89.3,0.6,623.3
T-Shirt,Quarter4,50.8,9.4,438.4
T-Shirt,Quarter3,51.8,9.5,404.9
Sweatshirt,Quarter4,61.7,7.0,225.8
Gloves,Quarter1,80.3,2.5,878.3
Gloves,Quarter3,91.3,6.4,815.3
T-Shirt,Quarter1,16.0,7.5,89.5
T-Shirt,Quarter2,12.6,3.8,97.0
T-Shirt,Quarter2,99.9,4.7,694.6
Gloves,Quarter1,78.7,3.1,856.4
Sweatshirt,Quarter4,37.6,5.3,182.7
Gloves,Quarter2,89.4,1.1,981.2
Gloves,Quarter1,79.5,4.0,628.0
T-Shirt,Quarter4,81.2,4.7,635.5
Sweatshirt,Quarter4,15.2,3.1,72.9
T-Shirt,Quarter1,13.0,0.2,77.8
Gloves,Quarter2,32.2,9.7,312.3
T-Shirt,Quarter2,74.3,5.9,576.7
Sweatshirt,Quarter1,23.5,6.5,128.0
Sweatshirt,Quarter1,28.5,4.4,166.6
Sweatshirt,Quarter2,32.4,7.7,121.9
T-Shirt,Quarter4,86.5,1.1,688.7
Gloves,Quarter2,89.2,7.8,957.8
T-Shirt,Quarter3,62.9,5.3,366.8
Gloves,Quarter2,66.8,8.9,650.2
Gloves,Quarter4,99.0,5.9,978.2
T-Shirt,Quarter1,42.8,5.2,246.4
T-Shirt,Quarter3,76.4,2.0,528.8
T-Shirt,Quarter4,43.1,4.2,383.7
Gloves,Quarter3,37.4,2.5,334.1
T-Shirt,Quarter3,31.0,3.2,238.4
Sweatshirt,Quarter3,48.6,3.7,280.5
Gloves,Quarter1,63.0,2.3,497.1
T-Shirt,Quarter3,52.4,2.8,466.0
Gloves,Quarter1,57.5,1.7,571.6
Sweatshirt,Quarter1,49.6,9.6,318.4
T-Shirt,Quarter4,21.9,6.6,146.7
Sweatshirt,Quarter2,49.2,0.5,244.5
Sweatshirt,Quarter1,94.2,7.9,541.5
T-Shirt,Quarter4,13.4,3.9,95.5
Sweatshirt,Quarter3,68.0,0.7,270.6
Sweatshirt,Quarter2,67.4,1.5,401.4
Gloves,Quarter2,92.5,5.2,914.6
T-Shirt,Quarter3,82.5,9.4,650.6
Sweatshirt,Quarter4,93.2,1.1,369.5
T-Shirt,Quarter2,73.2,2.9,503.7
Sweatshirt,Quarter4,19.8,8.1,74.7
Sweatshirt,Quarter2,20.8,0.3,124.5
Sweatshirt,Quarter2,85.5,7.6,490.2
T-Shirt,Quarter3,59.1,4.2,342.0
Sweatshirt,Quarter3,42.5,3.9,293.6
Gloves,Quarter3,46.8,2.9,365.7
Gloves,Quarter2,96.5,9.4,840.3
T-Shirt,Quarter3,70.1,5.7,619.5
Gloves,Quarter1,31.8,1.0,251.4
T-Shirt,Quarter4,84.5,4.1,583.3
T-Shirt,Quarter2,28.8,4.4,246.0
Gloves,Quarter4,61.8,7.7,533.1
Sweatshirt,Quarter1,67.4,6.0,325.0
Gloves,Quarter4,16.8,5.7,134.1
T-Shirt,Quarter3,90.6,8.9,715.9
T-Shirt,Quarter3,82.5,7.8,652.2
Sweatshirt,Quarter4,50.2,6.0,188.8
Gloves,Quarter3,77.6,0.0,698.4
Sweatshirt,Quarter2,92.6,8.1,354.2
Gloves,Quarter2,57.1,4.2,619.7
T-Shirt,Quarter2,85.6,2.7,676.7
Gloves,Quarter2,86.5,3.0,862.0
Sweatshirt,Quarter2,56.9,0.1,284.2
Sweatshirt,Quarter4,57.6,5.6,334.4
T-Shirt,Quarter3,15.0,4.8,90.6
Gloves,Quarter4,89.1,2.5,977.6
Sweatshirt,Quarter2,52.8,1.3,260.1
T-Shirt,Quarter3,89.0,9.7,593.9
Gloves,Quarter3,42.0,8.6,453.4
Gloves,Quarter3,60.5,9.3,586.4
T-Shirt,Quarter4,41.3,8.4,263.9
Sweatshirt,Quarter3,65.3,3.0,323.5
Gloves,Quarter3,54.1,4.5,477.9
Sweatshirt,Quarter4,42.2,1.6,293.8
Sweatshirt,Quarter4,13.8,3.6,61.8
T-Shirt,Quarter3,76.9,6.7,685.4
T-Shirt,Quarter2,94.3,4.2,746.0
Gloves,Quarter4,84.8,8.8,830.4
T-Shirt,Quarter2,24.3,5.0,160.1
Gloves,Quarter3,10.2,5.7,84.9
Sweatshirt,Quarter3,58.4,0.9,407.9
Gloves,Quarter1,15.7,9.2,107.2
Sweatshirt,Quarter2,48.2,3.7,285.5
Sweatshirt,Quarter1,85.9,6.5,594.8
Gloves,Quarter4,14.3,4.4,144.1
T-Shirt,Quarter3,87.6,1.2,524.4
Gloves,Quarter1,66.8,0.2,667.4
T-Shirt,Quarter2,92.0,3.2,634.4
Gloves,Quarter4,86.4,0.7,689.8
T-Shirt,Quarter1,35.8,5.7,310.8
Gloves,Quarter3,93.2,0.4,838.4
T-Shirt,Quarter1,53.3,0.2,426.2
Gloves,Quarter1,10.4,0.5,113.4
T-Shirt,Quarter2,62.5,1.3,561.2
T-Shirt,Quarter4,66.1,2.7,586.8
T-Shirt,Quarter4,20.4,3.7,111.3
T-Shirt,Quarter1,39.6,8.3,331.5
T-Shirt,Quarter4,66.0,1.3,460.7
Sweatshirt,Quarter2,83.8,9.4,307.0
Sweatshirt,Quarter2,55.8,7.1,264.8
T-Shirt,Quarter3,26.1,3.8,231.1
Sweatshirt,Quarter1,32.5,6.5,221.0
Gloves,Quarter2,73.9,5.9,727.2
Sweatshirt,Quarter1,19.7,7.8,130.1
Gloves,Quarter2,18.3,9.0,165.0
T-Shirt,Quarter3,24.3,3.1,167.0
Gloves,Quarter3,96.1,4.0,1045.1
T-Shirt,Quarter1,38.9,8.8,293.6
Gloves,Quarter1,48.9,2.6,535.3
T-Shirt,Quarter4,29.3,3.0,231.4
Gloves,Quarter2,92.0,6.6,998.8
T-Shirt,Quarter3,66.0,1.6,394.4
Sweatshirt,Quarter4,63.5,1.0,315.5
Gloves,Quarter2,28.5,4.6,251.9
Gloves,Quarter3,44.6,4.4,352.4
Gloves,Quarter4,99.8,7.6,883.0
Gloves,Quarter3,93.9,8.4,742.8
Gloves,Quarter3,30.6,8.7,258.0
T-Shirt,Quarter2,16.3,5.9,112.7
Gloves,Quarter4,70.8,3.6,700.8
Gloves,Quarter2,86.7,9.9,770.4
Gloves,Quarter4,53.6,9.3,410.2
Gloves,Quarter3,22.1,1.1,197.8
Gloves,Quarter4,61.1,9.7,601.3
T-Shirt,Quarter1,55.0,1.2,436.4
Sweatshirt,Quarter3,10.9,5.5,32.6
Sweatshirt,Quarter2,93.4,4.1,548.1
Sweatshirt,Quarter1,67.1,9.2,384.2
Sweatshirt,Quarter1,84.8,0.3,592.7
Sweatshirt,Quarter1,11.6,6.0,52.0
Sweatshirt,Quarter1,66.0,0.2,263.4
T-Shirt,Quarter2,52.2,5.2,360.2
Gloves,Quarter2,21.3,2.8,186.1
Gloves,Quarter2,75.2,6.2,589.2
T-Shirt,Quarter3,75.0,3.7,663.9
T-Shirt,Quarter4,28.4,6.8,150.0
Sweatshirt,Quarter2,45.3,9.5,207.5
Gloves,Quarter2,38.9,7.7,295.8
Gloves,Quarter4,33.4,5.7,250.1
T-Shirt,Quarter1,81.0,9.2,719.8
Gloves,Quarter4,51.7,7.7,449.9
Gloves,Quarter2,67.2,7.5,716.7
Sweatshirt,Quarter1,54.6,5.0,317.6
Sweatshirt,Quarter4,49.6,3.1,344.1
Sweatshirt,Quarter3,93.9,7.0,455.5
Sweatshirt,Quarter1,54.8,3.1,264.7
T-Shirt,Quarter1,93.8,7.6,633.8
T-Shirt,Quarter3,70.7,0.5,564.6
T-Shirt,Quarter1,40.5,4.3,270.6
Sweatshirt,Quarter2,21.1,2.1,145.6
Sweatshirt,Quarter3,34.4,4.2,125.0
T-Shirt,Quarter2,76.4,0.3,687.0
T-Shirt,Quarter3,47.8,1.8,377.0
Sweatshirt,Quarter1,93.9,5.1,464.4
T-Shirt,Quarter1,84.5,9.0,742.5
Gloves,Quarter4,53.3,4.4,577.5
Sweatshirt,Quarter2,67.1,1.0,332.5
Gloves,Quarter1,34.3,4.2,373.1
T-Shirt,Quarter1,43.2,7.8,381.0
Gloves,Quarter1,98.0,8.8,1051.6
T-Shirt,Quarter2,64.2,10.0,483.6
T-Shirt,Quarter2,19.3,7.1,113.8
T-Shirt,Quarter3,82.5,6.2,641.4
Gloves,Quarter1,92.6,2.2,921.6
Sweatshirt,Quarter3,84.8,0.6,508.2
Sweatshirt,Quarter3,68.7,3.8,473.3
Sweatshirt,Quarter3,59.3,3.9,229.4
Gloves,Quarter3,13.9,5.4,136.7
Sweatshirt,Quarter3,89.2,0.1,356.6
T-Shirt,Quarter3,90.5,3.4,626.7
Gloves,Quarter4,21.4,5.6,224.2
Gloves,Quarter1,49.7,5.8,485.4
Gloves,Quarter4,46.1,4.8,354.4
Gloves,Quarter1,57.3,2.0,456.4
Sweatshirt,Quarter2,63.1,9.1,423.5
Sweatshirt,Quarter4,84.2,1.3,586.8
Gloves,Quarter2,93.5,0.1,1028.2
Gloves,Quarter2,53.3,2.8,474.1
T-Shirt,Quarter3,59.1,4.1,468.7
Sweatshirt,Quarter2,22.2,1.4,86.0
Sweatshirt,Quarter3,77.2,8.5,369.0
Sweatshirt,Quarter2,83.1,6.6,325.8
Sweatshirt,Quarter1,56.5,5.2,277.3
Gloves,Quarter4,43.7,1.7,475.6
Sweatshirt,Quarter4,77.7,6.3,453.6
Sweatshirt,Quarter1,50.8,7.4,290.0
Sweatshirt,Quarter2,70.6,2.7,347.6
T-Shirt,Quarter3,20.2,9.5,122.4
Gloves,Quarter1,39.0,9.5,380.5
T-Shirt,Quarter2,34.3,8.1,266.3
Sweatshirt,Quarter3,75.8,5.7,291.8
Gloves,Quarter3,14.2,1.5,137.5
T-Shirt,Quarter1,53.5,2.1,368.2
Sweatshirt,Quarter4,74.1,6.4,512.3
Sweatshirt,Quarter4,85.8,3.4,511.4
Gloves,Quarter1,66.2,9.8,698.8
Gloves,Quarter2,32.7,3.0,255.6
T-Shirt,Quarter1,58.2,6.0,505.8
Sweatshirt,Quarter4,73.9,1.0,367.5
Gloves,Quarter1,11.7,7.0,110.0
Gloves,Quarter2,57.3,9.1,621.2
T-Shirt,Quarter2,95.9,8.6,845.9
